"","title","point","review"
"371","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"372","승리호","10","이거 너무 재밌어요ㅠㅠ ost? 도 슬프고 제가 좋아하는 배우분들 많아서 좋았습니닷"
"373","중경삼림","10","진짜 재밌습니다 어머니가 좋아해서 봤는데 한 때는 하루에 한 번씩 꼭 볼 정도로 중독성도 있어요...강추합니다 이번에 재개봉하는데 친구랑 같이 보러가려고 합니다"
"374","글래스","2","싸패를 그린 영화인줄알았는데 히어로물이라니 ㄷㄷ"
"375","택시운전사","10","최고의영화  웅장이가슴해집니다."
"376","택시운전사","10","최고의영화  웅장이가슴해집니다."
"377","이미테이션 게임","9","전쟁영화 이런 것도 싫고해서 안 봤는데 평점이 너무 좋아서 보기 시작함 초반엔 좀 지루하다 채널 돌려서 다른 채널 볼까 하다가 결국 끝까지봄진짜 재미있음마지막이 좀 ㅠㅠ 해피엔드 인 거 같으면서 아닌 거 같은 느낌 뭔지 모르겠음 내가 봤던 영화상 주인공의 결말은 너무 불쌍함 ㅠ하지만 엄청 감동임"
"378","세 얼간이","10","인생작 코미디 속에 잔잔한 감동 쓰나미"
"379","극장판 귀멸의 칼날: 무한열차편","10","보통 영화 끝나고나면 수군수군거리는데진짜 조용하더라....나랑 친구도 영화 끝나고 3분동안 아무말없이 앉아있었음..."
"380","극장판 귀멸의 칼날: 무한열차편","8","오랜만에 연출과 음악이 감동적인 애니가 나왔네요. 추천 드리는 영화입니다."
"381","세자매","10","최고의 영화였어요 볼때는 정말 힘들지만 여운이 길었고 보고보고 또 보고 싶은 영화에요"
"382","톰과 제리","4","영화관에서 봤습니다ㅎㅎ.."
"383","극장판 귀멸의 칼날: 무한열차편","10","탄지로 가족나왔을땐 넘 슬펐음 ㅜㅜ"
"384","미션 파서블","10","저는 너무 재밌게 봤어요 ㅋㅋㅋㅋ남자친구랑 웃으면서 즐감했습니다! 가족들이랑 보기에두 너무 좋은 영화같아요 ㅎㅎㅎ!"
"385","역모 - 반란의 시대","8","조선사극 액션중에 최고..홍수아가 여중인공인줄 몰랐음..성형대박.."
"386","트라이얼 오브 더 시카고 7","10","평식아~ 평론가부터 개혁하자^^"
"387","승리호","10","투자금만 있으면 이정도는 너끈히 만들어 내는구나"
"388","이웃집 토토로","8","오프닝에도 등장하는 공식 인증 지브리의 근본..."
"389","굿 윌 헌팅","10","내게도 ""네 잘못이 아니야"" 라고 말해주는 스승을 만났더라면"
"390","하나 그리고 둘","10","별거인양 별거 아닌양 인생을 흐른다ㅡ 타인의 삶으로 내삶을 돌아보고 싶을때"
"391","소울","10","늦게라도 보길 잘했네요 너무 잘 만들었어요"
"392","우먼 인 할리우드","1","그 성별들의 자위용 뽀르노1 양녀들은 그나마 뭐라도 해보고 저러는데 국산녀들은 그저 남자들 떡고물 받아먹을 생각만 하는 버러지 그 자체, 무슨 한남들이 봐야 한다 이딴 소리 할 시간이 니들이 알아서 좀 바꿔 보세요 ㅋㅋ"
"393","미션 파서블","10","금방 영화 보고 나옴. 리뷰 보고기대를 크게 안해서 인지재미있게 봄.영광이의 능청스러움이 더 웃겼음 ㅋㅋㅋㅋ"
"394","데블","8","저예산 반전영화. 마무리가 좀.."
"395","극장판 귀멸의 칼날: 무한열차편","10","이것은 진짜 명작이다..그것말곤 할말이 없다"
"396","버드 박스","9","부디 육아를 혐오하는 한국 여자들도 피해망상으로부터 벗어나 주인공처럼 극복할 수 있으면 좋겠다."
"397","원타치","10","잠시 떠났던 주먹세계로 돌아갈 자극이 되었다"
"398","가베: 그녀의 숲","10","음악 영상 참 좋았다"
"399","쁘띠 아만다","10","“포기해야 해”... 그러나, ‘희망’...필연적 ‘자기치유’ 의 과정을 아프지만 섬세하게...쁘띠 아만다의 연기가 돋보이는 영화!"
"400","뱅가드","2","3만명이나 보다니 중국사람 많네요 감독은 30년전에 풀리스스토리3 만든감독인데. 장만옥, 양자경, 성룡 주연이었고. 무려 30년 디렉팅은 발전은 없고 버터만 잔뜩 바르는 기술만 배웠군요. 깃발든 중국인민군 로고 제작사 영화는 믿고 거르는게 국룰인듯, 이런영화를 중국인들은 최고라고 좋아하는걸까요? 그렇다면 이불킥하느라고 이불이 남아나지 않을듯 싶내요. 제발 성룡의 마지막 작품이길."
"401","극장판 귀멸의 칼날: 무한열차편","10","와 진짜 개박살나네요 미쳤다"
"402","록 스탁 앤 투 스모킹 배럴즈","8","돌고도는 골때림"
"403","골든슬럼버","1","와 강동원나오는 영화중에 이런 재미없는게있었다니캐릭터도답답하고 전개도 허술하고"
"404","극장판 귀멸의 칼날: 무한열차편","10","원래 애니 정말 안 좋아하는데 처음으러 재밌게 본 애니,, 영화관까지 보러ㄱㅏㄴ것도 처음. 그만큼 개재밌어요"
"405","트라이얼 오브 더 시카고 7","5","자유의 댓가가 피 흘리지 않고 가능하답니까???  철부지 시카고 7들아"
"406","뉴 폴리스 스토리","2","멜로가 찍고싶은 멜로 드라마를 찍어라 쓰레기 영화네"
"407","소울","10","뭔가 많은 걸 생각하게 해준 영화"
"408","극장판 귀멸의 칼날: 무한열차편","6","극장판을 가장한 ...TV판그냥 TV판 2편을 붙여논거랑 다르지 않음CG는 그닥이고...액션씬은 매우 화려하고 좋앗음"
"409","극장판 귀멸의 칼날: 무한열차편","10","재밌게 잘 봤습니다!"
"410","소울","8","평범한 나날들이 가장 소중한 순간들이라는걸 깨닫게 해준 영화입니다"
"411","양들의 침묵","10","긴장감이.. 압도된다..."
"412","샤잠!","7","흡사 디즈니 영화보는줄"
"413","극장판 귀멸의 칼날: 무한열차편","10","늙는 것도, 죽는 것도, 모두 인간이라는 덧없는 존재의 아름다움이겠지요...."
"414","극장판 귀멸의 칼날: 무한열차편","10","연출 스토리 영상미 다 좋았어요!"
"415","극장판 귀멸의 칼날: 무한열차편","10","넷플릭스 귀멸칼날 정주행 후, 바로 예매 후 관람. 사나이의 이야기다."
"416","랭고","8","사실 그래픽은 2011년 영화라고 믿기질 않을 정도로 디테일하고 세밀했음. 스토리도 나름 탄탄하게 구성되어 있었고 스토리에 담긴 철학 역시 심오하고 명확했다. 하지만 전체이용가 영화치고는 애들이 이해하기 어렵게 만들었음. 단지 그 오점을 제외하고는 매우 잘 만들어진 영화라 생각함"
"417","승리호","1","5년만에 첨으로 졸게 만든 영화. 특유의 k 드라마만 좀 제외했더라면 그나마 나았을텐데"
"418","반지의 제왕: 반지 원정대","10","두말할필요 없이 지금껏 살면서 본 최고의영화라고생각하는1인"
"419","족벌 두 신문 이야기","10","일제의 앞잡이 노릇하다 해방후에는 친일반공세력의 앞잡이, 군사독재정권의 앞잡이, 재벌부패기득권의 앞잡이 노릇하며 권력을 누려온 조선일보,동아일보를 폐간시켜야 대한민국이 정말 제대로 발전해나갈 것이다."
"420","세자매","10","배우 분들의 연기가 너무 좋앗어요"
"421","미션 파서블","1","역시 한국영화 어이가 없네..넷플릭스나 볼껄"
"422","소울","9","인생에 정해진 목표는 없다. 인생을 살아가는 것 그 자체로 의미있다. 매 순간 소중하게 여기며 살아가자 :')"
"423","소울","10","경이로운 픽사의 세계. 나도 모르게 눈물을 훔치게 된다"
"424","미녀 삼총사 3","4","음.... 역시... 추억은 추억으로"
"425","타락천사","10","영상미가 너무 좋구여배우들이 외모가 너무 좋아서 눈이 즐거웠습니다^^정서는 안맞지만 퇴폐를 즐기고 싶다면 한본쯤 보는걸 추천드려요..^^"
"426","태극기 휘날리며","10","2021년 3월17일 다시한번 영화관가서볼렵니다 ~~ 17년이 지난 영화지만아직도 감동이 큰 영화입니다 ~~~CGV 단독 개봉 시그니쳐 K 영화"
"427","소울","8","깜빡 졸았어요.ㅜㅜ 근데 음악은 좋았어요."
"428","인셉션","10","10년전 잼민이 시절 이 영화 보러갔다가 꿀잠자고 나온 기억. 친구들한테 재밌었냐 물어봤지만 너도 나도 다 졸았댄다. 이 영화를 이제서야 다시 보았다. 아 정말 희대의 명작 ! 다시봐도 어렵지만 왜 이걸 이제봤나 후회가 되는 정도 ! 시간 흐르는줄 모르고 재밌게 보았습니다 !"
"429","미션 파서블","2","그게 그건거인 그런영화그냥 나중에 티비보면 중간에 화장실가고 간식 먹고 친구랑 카톡하다 보면 끝나는 영화돈내고 좋은 식사를 하심이~~"
"430","더블 타겟","10","개인적으로 마크월버그 최고의 영화. 복수극하면 이영화부터 생각남"
"431","이별의 아침에 약속의 꽃을 장식하자","10","몇번을 봐도 감동이네요 갠적으로 추천 일본에니매이션  탑5안에 들어요"
"432","가장 보통의 연애","10","현실성 있는 대사와 상황들 공감됩니다~"
"433","화양연화","10","처음 볼때는 뭐지?? 두번째 볼때는 뭔가...세번째 이상부터는 뭘까...이 익숙하면서도 아련한 .."
"434","미션 파서블","1","큰 기대를 안 하고 봤는데, 기대를 안 하고 봤음에도 재미가 없었습니다. 분명이 코미디 요소를 시도때도없이 넣어서 웃기려고 시도를 하지만 정말 한 번을 제대로 안 웃겨줍니다. 이 정도면 감독님이 정말 정말 코미디에 재능이 없는 분이신 겁니다... 트랜디하지도 못할 뿐더러, 너무 구시대 적 유머를 섞는데, 그 또한 너무 재미없게 표현을 해서.. 내용도 별로 없고, 액션에 공을 많이 들였습니다. 코미디 임에도 웃음 없이 볼 수 있습니다."
"435","극장판 귀멸의 칼날: 무한열차편","10","한시도 지루할 틈이 없었습니다"
"436","소울","10","너무 감동이고 삶의 의미에 대해 다시 생각하게되눈 영화에여,, 쿠키영상도 꼭 보세요"
"437","서버비콘","8","볼 만합니다. 배우들 연기도 주연, 조연 안 가리고 다 괜찮고요. 조지 클루니 영화 잘 만드는 듯."
"438","카오스 워킹","1","소재는 좋았으나.스토리도 애매하고 액션도 없고 로맨스도 없고이거 뭐지? 하는 영화."
"439","럭키","4","전반부의 코미디와 힘주고 만든 후반부의 부정교합."
"440","소울","10","하루하루의 소중함을 일깨워 줬어요^^"
"441","변신","10","한국산 호러치고는 신파에서 가장 벗어난 편"
"442","해치지않아","4","손재곤 감독님 영화를 좋아하는데요ㅜㅜ 기대에 못미쳐서 아쉬웠습니당 이층의악당 달콤살벌한연인 강추!!!"
"443","극장판 페이트/그랜드 오더 신성원탁영역 카멜롯 완더링; 아가트람","8","연출과 전개가 마음에 안듭니다"
"444","극장판 귀멸의 칼날: 무한열차편","10","전 집중 번개의호흡 제 1식 벽력일섬"
"445","화양연화","10","정말 벗고 야한장면없이 이렇게 섹시하고 아름다운 영화를 만들수 있다는 사실이... 영상미와 색채감.. 모든것이 완벽한 영화였어요!!"
"446","폴라","10","화끈하고 재밌네요.  기대안하고보니 더"
"447","호빗: 다섯 군대 전투","10","나에게  더이상 최고의 영화는 없다."
"448","극장판 귀멸의 칼날: 무한열차편","10","진짜 최고예요. 만화까지 다 본 사람으로써 진짜 결말을 알고 있었는데도 만화의 내용들을 완전히 살려주셔서ㅠ외쳐요 갓터블!!!! 사랑합니다, 포터블....오랜만에 혼영하러 갔는데 코쥬로를 보며 다시 한 번 인생의 교훈을 깨달아요ㅠㅠㅠㅠ헝헝 나에게 맡겨진 책무를 다하겠다는 그의 강인한 마음 너무 ㅠㅠㅠ과몰입한 거 아니냐구요?! 맞아요...코쥬로 이대로 못 보내...헝헝헝헝"
"449","레전드","10","톰하디... 당신은 정말 사랑입니다내용 기대 안했는데 많은게 느껴지는 영화...이런 장르 좋아하지 않는 여자인데너무 재밌게 봤습니다!"
"450","세자매","8","거칠고 부자연스럽기도 하지만 메세지는 확실한 영화..보면 느끼는게 많은 영화임.."
"451","사랑한다, 사랑하지 않는다","1","웃기지마 연애 경험을 말하면서 공감돼서 재밌다는 허세떨지마 몹시 재미없고 몹시 공감대를 이끌어내지도 않아 너무 잔잔해서 짜증만나 의도적으로 천천히 아주 천천히 시퀀스가 이어지는데 고상한 의도인 것마냥 허세떨지마"
"452","오살","10","기회되면 꼭 보세여! 기대 이상입니다"
"453","루킹 글라스","1","똥도 제대로 닦지 못하고 질질 흘리며 엔딩. 감독놈 만날 일 있으면 싸데기 때리고 싶다."
"454","극장판 귀멸의 칼날: 무한열차편","10","마음을 불태워라 ㅠㅠㅠㅠ흐엉"
"455","클로젯","1","외국 오컬트 영화 다 짜집기한 망작... 베낄거면 포인트로 잘 가져와서 만들던가 내용도 다 예상가고... 대실망에 시간만 버렸습니다 넷플로도 보지마세요"
"456","수상한 가족","6","재밌게 잘보다가 막판에 진짜 어이없이 끝나버리네.  남주인공이 마지막에 자기 맘대로 감정적으로 행동하면서 모든걸 망친 수준인데 경찰한테까지 불었는데도 회사가 안망한다고?ㅋㅋ 따로 조사받거나 이런것도 없고 따귀 한대 맞고 끝? 적어도 회사에 엄청난 타격 가는 행동 아닌가? 해고 당하는것도 아니고 심지어 회사에서 다른 일거리까지 제안하네ㅋㅋㅋㅋ 영화라지만 이게 말이 되나? 판타지도 안이러겠네. 그리고 자기 독단적인 행동 때문에 여주인공부터 팀 전체가 피해보고 해고당할뻔하게 해놓고 그거에 대한 사과나 변명도 없이 갑자기 보고싶었다며 뻔뻔하게 나타나면서 일 방해하는 것까지 황당 그자체임;; 작중에서 아무도 이런 행동 지적 안하는것도 어이없고. 이웃이 죽은거에 죄책감 느끼는건 이해하는데 너무 끝까지 자기멋대로 행동하다 끝남. 감독이 신입 아무나 막무가내로 뽑지말라는 교훈을 주려고한거면 인정 ㅡㅡ"
"457","톰과 제리","6","톰이 너무 불쌍해요 ㅠ 영화는 감동적인 부분도 있긴하지만 좀 지루한 감이 있어요~ 애들이랑 보기는 좋음"
"458","극장판 귀멸의 칼날: 무한열차편","10","교훈이 있는 애니메이션임.감동적임."
"459","세자매","9","그냥.. 그냥 너무 잘 만들었다."
"460","해리 포터와 마법사의 돌","10","내 인생 최고의 영화,,,"
"461","미션 파서블","2","웃음포인트 못찾음...."
"462","이스케이프 플랜3","1","스토리, 연출 등등 모든게 기준 미달... 스텔론 형님만 믿고 봤는데 정말 더럽게 재미없음"
"463","극장판 귀멸의 칼날: 무한열차편","10","꼭 보세요 두번 보세요 ㅠㅠ 전투씬 최고"
"464","승리호","9","빈약한 스토리이지만 가볍게 볼만했다. 재밌었다. cg에 어색함이 없다."
"465","톰과 제리","8","어릴 때 보던 기억에 딱 추억의 만호ㅏ라고 생각이드네요 !아이들은  좋아하겠네요.톰과제리가 80년 넘었다는 사실에 나름 만족함!  그리고 클래이모레츠 나온다는 점수에 높은 점수를줌!"
"466","명량","10","역사에서 임진왜란 잠시나와서 보는데 정말 .."
"467","명량","10","역사에서 임진왜란 잠시나와서 보는데 정말 .."
"468","명량","10","역사에서 임진왜란 잠시나와서 보는데 정말 .."
"469","극장판 귀멸의 칼날: 무한열차편","10","최고입니당 너무재밌어요"
"470","퍼펙트 케어","10","내가 본 영화 중 가장 세련된 영화.캐스팅부터 결말까지박수를 안 칠 이유가 없다."
